episode, time, episode_reward
2290, 599, -5.9999999999999165 
2300, 575, -0.7083333333332549 
2310, 556, -0.48666666666659264 
2320, 558, -0.5099999999999252 
2330, 563, -0.5683333333332579 
2340, 597, -0.9649999999999173 
2350, 552, -0.43999999999992667 
2360, 571, -0.6616666666665889 
2370, 591, -0.8949999999999187 
2380, 572, -0.6733333333332556 
2390, 599, -5.9999999999999165 
2400, 577, -0.7316666666665883 
2410, 568, -0.6266666666665897 
2420, 591, -0.8949999999999187 
2430, 575, -0.7083333333332549 
2440, 574, -0.696666666666589 
2450, 581, -0.7783333333332543 
2460, 580, -0.7666666666665876 
2470, 599, -5.9999999999999165 
2480, 572, -0.6733333333332556 
2490, 599, -5.9999999999999165 
2500, 578, -0.7433333333332541 
2510, 593, -0.9183333333332513 
2520, 585, -0.8249999999999194 
2530, 571, -0.6616666666665889 
2540, 598, -0.976666666666584 
2550, 580, -0.7666666666665876 
2560, 584, -0.8133333333332535 
2570, 568, -0.6266666666665897 
2580, 599, -0.9883333333332498 
2590, 582, -0.7899999999999201 
2600, 587, -0.8483333333332528 
2610, 573, -0.6849999999999223 
2620, 599, -5.9999999999999165 
2630, 550, -0.41666666666659413 
2640, 589, -0.8716666666665853 
2650, 572, -0.6733333333332556 
2660, 589, -0.8716666666665853 
2670, 599, -5.9999999999999165 
2680, 599, -5.9999999999999165 
2690, 572, -0.6733333333332556 
2700, 590, -0.883333333333252 
2710, 599, -5.9999999999999165 
2720, 594, -0.929999999999918 
2730, 555, -0.4749999999999259 
2740, 595, -0.9416666666665847 
2750, 585, -0.8249999999999194 
2760, 579, -0.7549999999999208 
2770, 599, -5.9999999999999165 
2780, 582, -0.7899999999999201 
2790, 589, -0.8716666666665853 
2800, 563, -0.5683333333332579 
2810, 599, -5.9999999999999165 
2820, 599, -5.9999999999999165 
2830, 584, -0.8133333333332535 
2840, 599, -5.9999999999999165 
2850, 574, -0.696666666666589 
2860, 596, -0.9533333333332505 
2870, 592, -0.9066666666665846 
2880, 599, -5.9999999999999165 
2890, 578, -0.7433333333332541 
2900, 599, -5.9999999999999165 
2910, 594, -0.929999999999918 
2920, 556, -0.48666666666659264 
2930, 564, -0.5799999999999237 
2940, 571, -0.6616666666665889 
2950, 566, -0.6033333333332571 
2960, 594, -0.929999999999918 
2970, 581, -0.7783333333332543 
2980, 594, -0.929999999999918 
2990, 567, -0.6149999999999238 
3000, 599, -5.9999999999999165 
3010, 551, -0.42833333333325996 
3020, 571, -0.6616666666665889 
3030, 599, -5.9999999999999165 
3040, 575, -0.7083333333332549 
3050, 577, -0.7316666666665883 
3060, 599, -5.9999999999999165 
3070, 580, -0.7666666666665876 
3080, 592, -0.9066666666665846 
3090, 592, -0.9066666666665846 
3100, 566, -0.6033333333332571 
3110, 570, -0.6499999999999231 
3120, 580, -0.7666666666665876 
3130, 591, -0.8949999999999187 
3140, 587, -0.8483333333332528 
3150, 580, -0.7666666666665876 
3160, 576, -0.7199999999999216 
3170, 562, -0.5566666666665911 
3180, 565, -0.5916666666665904 
3190, 599, -5.9999999999999165 
3200, 599, -5.9999999999999165 
3210, 582, -0.7899999999999201 
3220, 579, -0.7549999999999208 
3230, 597, -0.9649999999999173 
3240, 568, -0.6266666666665897 
3250, 528, -0.15999999999993175 
3260, 587, -0.8483333333332528 
3270, 577, -0.7316666666665883 
3280, 598, -0.976666666666584 
3290, 599, -5.9999999999999165 
3300, 570, -0.6499999999999231 
3310, 581, -0.7783333333332543 
3320, 577, -0.7316666666665883 
3330, 570, -0.6499999999999231 
3340, 592, -0.9066666666665846 
3350, 599, -5.9999999999999165 
3360, 596, -0.9533333333332505 
3370, 557, -0.49833333333325935 
3380, 587, -0.8483333333332528 
3390, 599, -5.9999999999999165 
3400, 572, -0.6733333333332556 
3410, 583, -0.8016666666665868 
3420, 552, -0.43999999999992667 
3430, 566, -0.6033333333332571 
3440, 599, -5.9999999999999165 
3450, 585, -0.8249999999999194 
3460, 579, -0.7549999999999208 
3470, 599, -5.9999999999999165 
3480, 586, -0.8366666666665861 
3490, 561, -0.5449999999999253 
3500, 594, -0.929999999999918 
3510, 567, -0.6149999999999238 
3520, 580, -0.7666666666665876 
3530, 572, -0.6733333333332556 
3540, 598, -0.976666666666584 
3550, 554, -0.4633333333332601 
3560, 592, -0.9066666666665846 
3570, 589, -0.8716666666665853 
3580, 599, -5.9999999999999165 
3590, 599, -5.9999999999999165 
3600, 599, -5.9999999999999165 
3610, 599, -0.9883333333332498 
3620, 578, -0.7433333333332541 
3630, 598, -0.976666666666584 
3640, 580, -0.7666666666665876 
3650, 575, -0.7083333333332549 
3660, 582, -0.7899999999999201 
3670, 578, -0.7433333333332541 
3680, 589, -0.8716666666665853 
3690, 599, -5.9999999999999165 
3700, 599, -5.9999999999999165 
3710, 599, -5.9999999999999165 
3720, 582, -0.7899999999999201 
3730, 560, -0.5333333333332586 
3740, 591, -0.8949999999999187 
3750, 599, -5.9999999999999165 
3760, 582, -0.7899999999999201 
3770, 574, -0.696666666666589 
3780, 580, -0.7666666666665876 
3790, 581, -0.7783333333332543 
3800, 599, -5.9999999999999165 
3810, 552, -0.43999999999992667 
3820, 571, -0.6616666666665889 
3830, 568, -0.6266666666665897 
3840, 585, -0.8249999999999194 
3850, 599, -5.9999999999999165 
3860, 592, -0.9066666666665846 
3870, 599, -5.9999999999999165 
3880, 594, -0.929999999999918 
3890, 570, -0.6499999999999231 
3900, 599, -5.9999999999999165 
3910, 599, -5.9999999999999165 
3920, 578, -0.7433333333332541 
3930, 556, -0.48666666666659264 
3940, 568, -0.6266666666665897 
3950, 576, -0.7199999999999216 
3960, 587, -0.8483333333332528 
3970, 599, -5.9999999999999165 
3980, 599, -5.9999999999999165 
3990, 599, -5.9999999999999165 
4000, 584, -0.8133333333332535 
4010, 552, -0.43999999999992667 
4020, 544, -0.34666666666659474 
4030, 580, -0.7666666666665876 
4040, 578, -0.7433333333332541 
4050, 593, -0.9183333333332513 
4060, 593, -0.9183333333332513 
4070, 569, -0.6383333333332564 
4080, 577, -0.7316666666665883 
4090, 570, -0.6499999999999231 
4100, 595, -0.9416666666665847 
4110, 589, -0.8716666666665853 
4120, 563, -0.5683333333332579 
4130, 599, -5.9999999999999165 
4140, 572, -0.6733333333332556 
4150, 599, -5.9999999999999165 
4160, 590, -0.883333333333252 
4170, 594, -0.929999999999918 
4180, 588, -0.8599999999999195 
4190, 594, -0.929999999999918 
4200, 543, -0.3349999999999289 
4210, 546, -0.36999999999992816 
4220, 556, -0.48666666666659264 
4230, 575, -0.7083333333332549 
4240, 574, -0.696666666666589 
4250, 547, -0.3816666666665949 
4260, 598, -0.976666666666584 
4270, 573, -0.6849999999999223 
4280, 599, -5.9999999999999165 
4290, 597, -0.9649999999999173 
4300, 599, -5.9999999999999165 
4310, 565, -0.5916666666665904 
4320, 589, -0.8716666666665853 
4330, 590, -0.883333333333252 
4340, 585, -0.8249999999999194 
4350, 557, -0.49833333333325935 
4360, 599, -5.9999999999999165 
4370, 593, -0.9183333333332513 
4380, 569, -0.6383333333332564 
4390, 578, -0.7433333333332541 
4400, 599, -5.9999999999999165 
4410, 593, -0.9183333333332513 
4420, 580, -0.7666666666665876 
4430, 557, -0.49833333333325935 
4440, 590, -0.883333333333252 
4450, 595, -0.9416666666665847 
4460, 564, -0.5799999999999237 
4470, 596, -0.9533333333332505 
4480, 589, -0.8716666666665853 
4490, 554, -0.4633333333332601 
4500, 599, -5.9999999999999165 
4510, 588, -0.8599999999999195 
4520, 558, -0.5099999999999252 
4530, 570, -0.6499999999999231 
4540, 566, -0.6033333333332571 
4550, 582, -0.7899999999999201 
4560, 581, -0.7783333333332543 
4570, 589, -0.8716666666665853 
4580, 599, -5.9999999999999165 
4590, 583, -0.8016666666665868 
4600, 583, -0.8016666666665868 
4610, 593, -0.9183333333332513 
4620, 589, -0.8716666666665853 
4630, 583, -0.8016666666665868 
4640, 570, -0.6499999999999231 
4650, 560, -0.5333333333332586 
4660, 583, -0.8016666666665868 
4670, 596, -0.9533333333332505 
4680, 569, -0.6383333333332564 
4690, 599, -5.9999999999999165 
4700, 580, -0.7666666666665876 
4710, 571, -0.6616666666665889 
4720, 573, -0.6849999999999223 
4730, 592, -0.9066666666665846 
4740, 556, -0.48666666666659264 
4750, 578, -0.7433333333332541 
4760, 599, -5.9999999999999165 
4770, 588, -0.8599999999999195 
4780, 596, -0.9533333333332505 
4790, 582, -0.7899999999999201 
4800, 599, -5.9999999999999165 
4810, 579, -0.7549999999999208 
4820, 594, -0.929999999999918 
4830, 548, -0.3933333333332607 
4840, 599, -5.9999999999999165 
4850, 594, -0.929999999999918 
4860, 587, -0.8483333333332528 
4870, 599, -5.9999999999999165 
4880, 587, -0.8483333333332528 
4890, 572, -0.6733333333332556 
4900, 594, -0.929999999999918 
4910, 590, -0.883333333333252 
4920, 588, -0.8599999999999195 
4930, 559, -0.5216666666665919 
4940, 538, -0.27666666666659623 
4950, 573, -0.6849999999999223 
4960, 575, -0.7083333333332549 
4970, 564, -0.5799999999999237 
4980, 550, -0.41666666666659413 
4990, 583, -0.8016666666665868 
5000, 599, -5.9999999999999165 
5010, 553, -0.4516666666665934 
5020, 592, -0.9066666666665846 
5030, 597, -0.9649999999999173 
5040, 573, -0.6849999999999223 
5050, 598, -0.976666666666584 
5060, 576, -0.7199999999999216 
5070, 599, -5.9999999999999165 
5080, 553, -0.4516666666665934 
5090, 581, -0.7783333333332543 
5100, 599, -5.9999999999999165 
5110, 568, -0.6266666666665897 
5120, 567, -0.6149999999999238 
5130, 572, -0.6733333333332556 
5140, 567, -0.6149999999999238 
5150, 572, -0.6733333333332556 
5160, 584, -0.8133333333332535 
5170, 599, -5.9999999999999165 
5180, 577, -0.7316666666665883 
5190, 591, -0.8949999999999187 
5200, 599, -5.9999999999999165 
5210, 561, -0.5449999999999253 
5220, 561, -0.5449999999999253 
5230, 576, -0.7199999999999216 
5240, 570, -0.6499999999999231 
5250, 599, -5.9999999999999165 
5260, 572, -0.6733333333332556 
5270, 575, -0.7083333333332549 
5280, 573, -0.6849999999999223 
5290, 599, -5.9999999999999165 
5300, 588, -0.8599999999999195 
5310, 583, -0.8016666666665868 
5320, 578, -0.7433333333332541 
5330, 580, -0.7666666666665876 
5340, 595, -0.9416666666665847 
5350, 581, -0.7783333333332543 
5360, 576, -0.7199999999999216 
5370, 588, -0.8599999999999195 
5380, 585, -0.8249999999999194 
5390, 599, -5.9999999999999165 
5400, 580, -0.7666666666665876 
5410, 584, -0.8133333333332535 
5420, 573, -0.6849999999999223 
5430, 565, -0.5916666666665904 
5440, 570, -0.6499999999999231 
5450, 588, -0.8599999999999195 
5460, 596, -0.9533333333332505 
5470, 590, -0.883333333333252 
5480, 599, -5.9999999999999165 
5490, 537, -0.2649999999999295 
5500, 578, -0.7433333333332541 
5510, 564, -0.5799999999999237 
5520, 599, -5.9999999999999165 
5530, 574, -0.696666666666589 
5540, 571, -0.6616666666665889 
5550, 562, -0.5566666666665911 
5560, 580, -0.7666666666665876 
5570, 599, -5.9999999999999165 
5580, 578, -0.7433333333332541 
5590, 563, -0.5683333333332579 
5600, 588, -0.8599999999999195 
5610, 591, -0.8949999999999187 
5620, 599, -5.9999999999999165 
5630, 585, -0.8249999999999194 
5640, 578, -0.7433333333332541 
5650, 599, -5.9999999999999165 
5660, 598, -0.976666666666584 
5670, 577, -0.7316666666665883 
5680, 591, -0.8949999999999187 
5690, 592, -0.9066666666665846 
5700, 599, -5.9999999999999165 
5710, 564, -0.5799999999999237 
5720, 599, -5.9999999999999165 
5730, 577, -0.7316666666665883 
5740, 567, -0.6149999999999238 
5750, 599, -5.9999999999999165 
5760, 588, -0.8599999999999195 
5770, 599, -5.9999999999999165 
5780, 599, -5.9999999999999165 
5790, 591, -0.8949999999999187 
5800, 581, -0.7783333333332543 
5810, 579, -0.7549999999999208 
5820, 593, -0.9183333333332513 
5830, 599, -5.9999999999999165 
5840, 566, -0.6033333333332571 
5850, 596, -0.9533333333332505 
5860, 584, -0.8133333333332535 
5870, 578, -0.7433333333332541 
5880, 599, -5.9999999999999165 
5890, 593, -0.9183333333332513 
5900, 583, -0.8016666666665868 
5910, 599, -5.9999999999999165 
5920, 581, -0.7783333333332543 
5930, 572, -0.6733333333332556 
5940, 593, -0.9183333333332513 
5950, 587, -0.8483333333332528 
5960, 581, -0.7783333333332543 
5970, 582, -0.7899999999999201 
5980, 540, -0.29999999999992966 
5990, 592, -0.9066666666665846 
6000, 589, -0.8716666666665853 
6010, 599, -5.9999999999999165 
6020, 562, -0.5566666666665911 
6030, 571, -0.6616666666665889 
6040, 598, -0.976666666666584 
6050, 550, -0.41666666666659413 
6060, 570, -0.6499999999999231 
6070, 587, -0.8483333333332528 
6080, 561, -0.5449999999999253 
6090, 552, -0.43999999999992667 
6100, 580, -0.7666666666665876 
6110, 572, -0.6733333333332556 
6120, 599, -0.9883333333332498 
6130, 599, -5.9999999999999165 
6140, 578, -0.7433333333332541 
6150, 591, -0.8949999999999187 
6160, 590, -0.883333333333252 
6170, 573, -0.6849999999999223 
6180, 574, -0.696666666666589 
6190, 584, -0.8133333333332535 
6200, 577, -0.7316666666665883 
6210, 599, -5.9999999999999165 
6220, 582, -0.7899999999999201 
6230, 594, -0.929999999999918 
6240, 562, -0.5566666666665911 
6250, 565, -0.5916666666665904 
6260, 559, -0.5216666666665919 
6270, 597, -0.9649999999999173 
6280, 599, -5.9999999999999165 
6290, 599, -5.9999999999999165 
6300, 599, -5.9999999999999165 
6310, 580, -0.7666666666665876 
6320, 597, -0.9649999999999173 
6330, 556, -0.48666666666659264 
6340, 588, -0.8599999999999195 
6350, 578, -0.7433333333332541 
6360, 599, -5.9999999999999165 
6370, 557, -0.49833333333325935 
6380, 596, -0.9533333333332505 
6390, 599, -5.9999999999999165 
6400, 564, -0.5799999999999237 
6410, 567, -0.6149999999999238 
6420, 599, -5.9999999999999165 
6430, 584, -0.8133333333332535 
6440, 574, -0.696666666666589 
6450, 551, -0.42833333333325996 
6460, 585, -0.8249999999999194 
6470, 574, -0.696666666666589 
6480, 599, -5.9999999999999165 
6490, 589, -0.8716666666665853 
6500, 572, -0.6733333333332556 
6510, 599, -5.9999999999999165 
6520, 554, -0.4633333333332601 
6530, 549, -0.4049999999999274 
6540, 578, -0.7433333333332541 
6550, 563, -0.5683333333332579 
6560, 549, -0.4049999999999274 
6570, 594, -0.929999999999918 
6580, 579, -0.7549999999999208 
6590, 586, -0.8366666666665861 
6600, 599, -5.9999999999999165 
6610, 553, -0.4516666666665934 
6620, 584, -0.8133333333332535 
6630, 581, -0.7783333333332543 
6640, 583, -0.8016666666665868 
6650, 599, -5.9999999999999165 
6660, 599, -0.9883333333332498 
6670, 580, -0.7666666666665876 
6680, 591, -0.8949999999999187 
6690, 599, -5.9999999999999165 
6700, 586, -0.8366666666665861 
6710, 586, -0.8366666666665861 
6720, 571, -0.6616666666665889 
6730, 590, -0.883333333333252 
6740, 561, -0.5449999999999253 
6750, 599, -5.9999999999999165 
6760, 599, -5.9999999999999165 
6770, 561, -0.5449999999999253 
6780, 598, -0.976666666666584 
6790, 557, -0.49833333333325935 
6800, 591, -0.8949999999999187 
6810, 584, -0.8133333333332535 
6820, 547, -0.3816666666665949 
6830, 576, -0.7199999999999216 
6840, 570, -0.6499999999999231 
6850, 587, -0.8483333333332528 
6860, 571, -0.6616666666665889 
6870, 599, -5.9999999999999165 
6880, 584, -0.8133333333332535 
6890, 573, -0.6849999999999223 
6900, 599, -0.9883333333332498 
6910, 599, -5.9999999999999165 
6920, 591, -0.8949999999999187 
6930, 581, -0.7783333333332543 
6940, 549, -0.4049999999999274 
6950, 580, -0.7666666666665876 
6960, 577, -0.7316666666665883 
6970, 591, -0.8949999999999187 
6980, 593, -0.9183333333332513 
6990, 598, -0.976666666666584 
7000, 593, -0.9183333333332513 
7010, 567, -0.6149999999999238 
7020, 583, -0.8016666666665868 
7030, 549, -0.4049999999999274 
7040, 561, -0.5449999999999253 
7050, 565, -0.5916666666665904 
7060, 586, -0.8366666666665861 
7070, 599, -5.9999999999999165 
7080, 599, -5.9999999999999165 
7090, 552, -0.43999999999992667 
7100, 588, -0.8599999999999195 
7110, 566, -0.6033333333332571 
7120, 541, -0.3116666666665955 
7130, 560, -0.5333333333332586 
7140, 590, -0.883333333333252 
7150, 588, -0.8599999999999195 
7160, 593, -0.9183333333332513 
7170, 566, -0.6033333333332571 
7180, 578, -0.7433333333332541 
7190, 585, -0.8249999999999194 
7200, 595, -0.9416666666665847 
7210, 567, -0.6149999999999238 
7220, 575, -0.7083333333332549 
7230, 582, -0.7899999999999201 
7240, 553, -0.4516666666665934 
7250, 572, -0.6733333333332556 
7260, 571, -0.6616666666665889 
7270, 594, -0.929999999999918 
7280, 592, -0.9066666666665846 
7290, 590, -0.883333333333252 
7300, 584, -0.8133333333332535 
7310, 584, -0.8133333333332535 
7320, 579, -0.7549999999999208 
7330, 599, -5.9999999999999165 
7340, 562, -0.5566666666665911 
7350, 569, -0.6383333333332564 
7360, 573, -0.6849999999999223 
7370, 590, -0.883333333333252 
7380, 567, -0.6149999999999238 
7390, 597, -0.9649999999999173 
7400, 574, -0.696666666666589 
7410, 599, -5.9999999999999165 
7420, 581, -0.7783333333332543 
7430, 599, -5.9999999999999165 
7440, 570, -0.6499999999999231 
7450, 563, -0.5683333333332579 
7460, 563, -0.5683333333332579 
7470, 581, -0.7783333333332543 
7480, 599, -5.9999999999999165 
7490, 577, -0.7316666666665883 
7500, 599, -0.9883333333332498 
7510, 582, -0.7899999999999201 
7520, 576, -0.7199999999999216 
7530, 599, -5.9999999999999165 
7540, 585, -0.8249999999999194 
7550, 570, -0.6499999999999231 
7560, 599, -5.9999999999999165 
7570, 590, -0.883333333333252 
7580, 559, -0.5216666666665919 
7590, 582, -0.7899999999999201 
7600, 585, -0.8249999999999194 
7610, 552, -0.43999999999992667 
7620, 597, -0.9649999999999173 
7630, 593, -0.9183333333332513 
7640, 599, -5.9999999999999165 
7650, 554, -0.4633333333332601 
7660, 562, -0.5566666666665911 
7670, 577, -0.7316666666665883 
7680, 590, -0.883333333333252 
7690, 599, -5.9999999999999165 
7700, 578, -0.7433333333332541 
7710, 583, -0.8016666666665868 
7720, 583, -0.8016666666665868 
7730, 599, -5.9999999999999165 
7740, 586, -0.8366666666665861 
7750, 562, -0.5566666666665911 
7760, 582, -0.7899999999999201 
7770, 579, -0.7549999999999208 
7780, 582, -0.7899999999999201 
7790, 580, -0.7666666666665876 
7800, 570, -0.6499999999999231 
7810, 586, -0.8366666666665861 
7820, 581, -0.7783333333332543 
7830, 551, -0.42833333333325996 
7840, 584, -0.8133333333332535 
7850, 565, -0.5916666666665904 
7860, 580, -0.7666666666665876 
7870, 542, -0.3233333333332622 
7880, 588, -0.8599999999999195 
7890, 599, -5.9999999999999165 
7900, 599, -5.9999999999999165 
7910, 569, -0.6383333333332564 
7920, 599, -5.9999999999999165 
7930, 568, -0.6266666666665897 
7940, 595, -0.9416666666665847 
7950, 571, -0.6616666666665889 
7960, 599, -5.9999999999999165 
7970, 580, -0.7666666666665876 
7980, 587, -0.8483333333332528 
7990, 564, -0.5799999999999237 
8000, 592, -0.9066666666665846 
8010, 592, -0.9066666666665846 
8020, 576, -0.7199999999999216 
8030, 553, -0.4516666666665934 
8040, 595, -0.9416666666665847 
8050, 573, -0.6849999999999223 
8060, 597, -0.9649999999999173 
8070, 556, -0.48666666666659264 
8080, 585, -0.8249999999999194 
8090, 599, -5.9999999999999165 
8100, 599, -5.9999999999999165 
8110, 573, -0.6849999999999223 
8120, 569, -0.6383333333332564 
8130, 569, -0.6383333333332564 
8140, 593, -0.9183333333332513 
8150, 599, -5.9999999999999165 
8160, 591, -0.8949999999999187 
8170, 579, -0.7549999999999208 
8180, 580, -0.7666666666665876 
8190, 578, -0.7433333333332541 
8200, 599, -5.9999999999999165 
8210, 599, -5.9999999999999165 
8220, 557, -0.49833333333325935 
8230, 598, -0.976666666666584 
8240, 574, -0.696666666666589 
8250, 599, -5.9999999999999165 
8260, 599, -5.9999999999999165 
8270, 578, -0.7433333333332541 
8280, 599, -5.9999999999999165 
8290, 583, -0.8016666666665868 
8300, 581, -0.7783333333332543 
